,no,now,name,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,bumplimit,imagelimit,semantic_url,custom_spoiler,replies,images,omitted_posts,omitted_images,last_replies,last_modified,sub,spoiler,since4pass
99,10506366,12/09/22(Fri)14:10:02,Anonymous,i am very tired (of being awake rn) and i will sleep now<br>goodnight(day)!!!,sleep,.png,918,491,250,133,1670613002886809,1670613002,9oYi+gWPy7spwPjiuFBl/w==,535447,0,0,0,i-am-very-tired-of-being-awake-rn-and-i-will,6,20,6,15.0,6.0,"[{'no': 10507233, 'now': '12/09/22(Fri)23:17:42', 'name': 'Anonymous', 'com': '<a href=""#p10507212"" class=""quotelink"">&gt;&gt;10507212</a><br>Also I am very sad from my brain chemicals being depleted from lack of sleep', 'time': 1670645862, 'resto': 10506366}, {'no': 10507239, 'now': '12/09/22(Fri)23:21:53', 'name': 'Anonymous', 'com': '<a href=""#p10507233"" class=""quotelink"">&gt;&gt;10507233</a><br>dubs confrim OP needs 2 get sum snooze 4 muche happee checimals!!', 'time': 1670646113, 'resto': 10506366}, {'no': 10507240, 'now': '12/09/22(Fri)23:23:12', 'name': 'Anonymous', 'com': '<a href=""#p10507239"" class=""quotelink"">&gt;&gt;10507239</a><br>Gnight fren', 'time': 1670646192, 'resto': 10506366}, {'no': 10507243, 'now': '12/09/22(Fri)23:24:40', 'name': 'Anonymous', 'com': '<a href=""#p10507233"" class=""quotelink"">&gt;&gt;10507233</a><br>i&#039;m sorry to hear that anonymous :(i know well what that&#039;s like..and the stress even amplifies each noise you hear..feedback loop<br>i hope you are able to find peace and quiet', 'time': 1670646280, 'resto': 10506366}, {'no': 10507277, 'now': '12/10/22(Sat)00:23:16', 'name': 'Anonymous', 'com': '<a href=""#p10507239"" class=""quotelink"">&gt;&gt;10507239</a><br>that was not op but i do agree he need sleep for happy chemicals', 'time': 1670649796, 'resto': 10506366}]",1670649796,,,
100,10506779,12/09/22(Fri)18:03:01,Anonymous,it&#039;s spacing time,1666560702159,.jpg,1280,1024,250,200,1670626981202266,1670626981,vL9MyiHyMkfhUZfG5hz+ig==,245251,0,0,0,its-spacing-time,6,5,4,,,"[{'no': 10506784, 'now': '12/09/22(Fri)18:05:39', 'name': 'Anonymous', 'com': '...................................<wbr>..................<br>huh? eh? ah?', 'time': 1670627139, 'resto': 10506779}, {'no': 10507205, 'now': '12/09/22(Fri)23:05:26', 'name': 'Anonymous', 'com': 'Hmmm<br><br>I still exist', 'filename': '082275F4-D086-4848-A23A-FEE797F95001', 'ext': '.jpg', 'w': 1125, 'h': 1553, 'tn_w': 90, 'tn_h': 125, 'tim': 1670645126436447, 'time': 1670645126, 'md5': 'kZS/UC3w5nohmHlhdzHI3g==', 'fsize': 1640147, 'resto': 10506779}, {'no': 10507215, 'now': '12/09/22(Fri)23:09:05', 'name': 'Anonymous', 'com': 'space is nice<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>', 'filename': '6af', 'ext': '.png', 'w': 785, 'h': 553, 'tn_w': 125, 'tn_h': 88, 'tim': 1670645345775344, 'time': 1670645345, 'md5': '19wCh/yUaFHSzH/OwlvPjA==', 'fsize': 528768, 'resto': 10506779}, {'no': 10507257, 'now': '12/09/22(Fri)23:54:02', 'name': 'Anonymous', 'com': 'Hmm', 'filename': 'Space Miku', 'ext': '.jpg', 'w': 769, 'h': 900, 'tn_w': 106, 'tn_h': 125, 'tim': 1670648042896925, 'time': 1670648042, 'md5': 'VO7A8TMNnmSO8IKkpFjg8Q==', 'fsize': 140283, 'resto': 10506779}, {'no': 10507268, 'now': '12/10/22(Sat)00:06:44', 'name': 'Anonymous', 'com': '<a href=""#p10507215"" class=""quotelink"">&gt;&gt;10507215</a><br>ebin spacf, saved!!11!<br><a href=""#p10507205"" class=""quotelink"">&gt;&gt;10507205</a><br>beaudurful spapce<br><a href=""#p10507257"" class=""quotelink"">&gt;&gt;10507257</a><br>oooooo rlly good mikunaut anone but shduouldt her be in spaec???<br><br>picrel it spooce', 'filename': '__1_0147', 'ext': '.jpg', 'w': 3000, 'h': 2000, 'tn_w': 125, 'tn_h': 83, 'tim': 1670648804895695, 'time': 1670648804, 'md5': 'bUS/RFruLmndjDnMD2pLXA==', 'fsize': 1975084, 'resto': 10506779}]",1670648804,,,
101,10507067,12/09/22(Fri)20:41:38,Garlic Salt,"Yooooooooooo! Fam!!! Check this shit! <br><br>Was in Walmart earlier and lookie what your boy Garlic Salt stumbled across: an entire pumpkin pie for $2.87. You fucking kidding me dude??<br><br>How many of these you think your boy Garlic Salt walked out of Walmart with tonight? Let me know in the comments down below and dont forget to like, share and subscribe.<span class=""fortune"" style=""color:#0893e1""><br><br><b>Your fortune: You will meet a dark handsome stranger</b></span>",20221209_203445-3,.jpg,3072,4096,187,250,1670636498166045,1670636498,uiOLoxV6hTSaw4iAsC60FQ==,1185652,0,0,0,yooooooooooo-fam-check-this-shit,6,23,5,18.0,4.0,"[{'no': 10507203, 'now': '12/09/22(Fri)23:04:01', 'name': 'Anonymous', 'com': '<a href=""#p10507185"" class=""quotelink"">&gt;&gt;10507185</a><br>Thats how they get you. Yeah you saved a dollar on a pie, but you gotta eat it all TODAY. You&#039;ll probably just eat half and throw the rest away, meaning that you paid MORE for the half a pie than if you bought a fresh one at full price!', 'time': 1670645041, 'resto': 10507067}, {'no': 10507207, 'now': '12/09/22(Fri)23:06:05', 'name': 'Anonymous', 'com': '<a href=""#p10507067"" class=""quotelink"">&gt;&gt;10507067</a><br>this one is past expire date. its typical nigger scam u fall for it. u are truly dumber than nigger apes my man. eat this shit and get food poisoning + corona voruse + AIDS', 'time': 1670645165, 'resto': 10507067}, {'no': 10507225, 'now': '12/09/22(Fri)23:14:26', 'name': 'Anonymous', 'com': '<a href=""#p10507193"" class=""quotelink"">&gt;&gt;10507193</a><br><br>Double. Droopy. Dog. Dare.<br><br>(You and your toilet are gonna hate you later though.)', 'filename': 'eeetalk', 'ext': '.jpg', 'w': 125, 'h': 95, 'tn_w': 125, 'tn_h': 95, 'tim': 1670645666711842, 'time': 1670645666, 'md5': '7b/ukGErKeHTU1U/WitAoA==', 'fsize': 3969, 'resto': 10507067}, {'no': 10507228, 'now': '12/09/22(Fri)23:15:45', 'name': 'Garlic Salt', 'com': '<a href=""#p10507207"" class=""quotelink"">&gt;&gt;10507207</a><br>Really TK? I thought we were bros. Well, if that&#039;s the way it&#039;s gotta be then that&#039;s the way it&#039;s gotta be..', 'time': 1670645745, 'resto': 10507067}, {'no': 10507262, 'now': '12/09/22(Fri)23:58:35', 'name': 'Anonymous', 'com': '<a href=""#p10507228"" class=""quotelink"">&gt;&gt;10507228</a><br>Great bigge Pumpbkib Bie in ure garlib*ssy', 'time': 1670648315, 'resto': 10507067}]",1670648315,,,
102,10505480,12/08/22(Thu)22:56:04,Anonymous,goodnight [s4s]<br>thank you for being my friend,untitled,.jpg,1382,2048,168,250,1670558164642758,1670558164,4oTalvNlWPOcXaGJjtGshA==,214785,0,0,0,goodnight-s4s,6,8,2,3.0,0.0,"[{'no': 10505587, 'now': '12/09/22(Fri)00:33:47', 'name': 'Anonymous', 'com': '<a href=""#p10505583"" class=""quotelink"">&gt;&gt;10505583</a><br>only sleep when youre sleepy', 'time': 1670564027, 'resto': 10505480}, {'no': 10505629, 'now': '12/09/22(Fri)00:55:01', 'name': 'Anonymous', 'com': 'pass out in your chair while shitposting, wake up / continue', 'time': 1670565301, 'resto': 10505480}, {'no': 10506501, 'now': '12/09/22(Fri)15:31:08', 'name': 'B4s3d_4uT1sT', 'com': '<a href=""#p10505587"" class=""quotelink"">&gt;&gt;10505587</a><br><a href=""#p10505500"" class=""quotelink"">&gt;&gt;10505500</a><br>dubs! check em <br><br>Good night s4s thenks for being my only fren', 'filename': '166962361863599422', 'ext': '.jpg', 'w': 1176, 'h': 681, 'tn_w': 124, 'tn_h': 72, 'tim': 1670617868976198, 'time': 1670617868, 'md5': 'EcRBifSnDjmop8GtPxKXVQ==', 'fsize': 122282, 'resto': 10505480}, {'no': 10507250, 'now': '12/09/22(Fri)23:42:00', 'name': 'Anonymous', 'com': 'goodnight [s4s]<br>thank you for being my friend', 'filename': 'untitled', 'ext': '.jpg', 'w': 1200, 'h': 1600, 'tn_w': 93, 'tn_h': 125, 'tim': 1670647320323782, 'time': 1670647320, 'md5': 'uvikF8UB56UqsbCioEq53w==', 'fsize': 2055729, 'resto': 10505480, 'since4pass': 2012}, {'no': 10507260, 'now': '12/09/22(Fri)23:57:00', 'name': 'Anonymous', 'com': 'Goodnight darling', 'time': 1670648220, 'resto': 10505480}]",1670648220,,,2012.0
103,10506600,12/09/22(Fri)16:39:12,Anonymous,"someone just described me as &quot;orderful&quot;<br>i dont know if i should be happy or sad<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>",887899,.jpg,1024,1305,196,250,1670621952464508,1670621952,OAiKnx9bHXTuVwVNrp5MHQ==,170832,0,0,0,someone-just-described-me-as-orderful,6,10,3,5.0,1.0,"[{'no': 10507093, 'now': '12/09/22(Fri)21:05:23', 'name': 'Anonymous', 'com': '<a href=""#p10507011"" class=""quotelink"">&gt;&gt;10507011</a><br>dubs confirms you are a fart shitter', 'time': 1670637923, 'resto': 10506600}, {'no': 10507122, 'now': '12/09/22(Fri)21:22:01', 'name': 'Anonymous', 'com': 'this is orderly board', 'filename': '305', 'ext': '.jpg', 'w': 1104, 'h': 593, 'tn_w': 125, 'tn_h': 67, 'tim': 1670638921582972, 'time': 1670638921, 'md5': 'afZQGCt20NrjgUSSAIIlwA==', 'fsize': 564924, 'resto': 10506600}, {'no': 10507127, 'now': '12/09/22(Fri)21:25:02', 'name': 'Anonymous', 'com': 'test<span class=""fortune"" style=""color:#f51c6a""><br><br><b>Your fortune: Reply hazy, try again</b></span>', 'time': 1670639102, 'resto': 10506600}, {'no': 10507133, 'now': '12/09/22(Fri)21:29:15', 'name': 'Anonymous', 'com': '<a href=""#p10507122"" class=""quotelink"">&gt;&gt;10507122</a><br>this is nice board<span class=""fortune"" style=""color:#43fd3b""><br><br><b>Your fortune: Good news will come to you by mail</b></span>', 'filename': '1ab', 'ext': '.jpg', 'w': 319, 'h': 310, 'tn_w': 125, 'tn_h': 121, 'tim': 1670639355250010, 'time': 1670639355, 'md5': '1EOPhe+nN4zedQrqtlyj6w==', 'fsize': 44250, 'resto': 10506600}, {'no': 10507236, 'now': '12/09/22(Fri)23:19:44', 'name': 'Anonymous', 'com': '<a href=""#p10507122"" class=""quotelink"">&gt;&gt;10507122</a><br><a href=""#p10507133"" class=""quotelink"">&gt;&gt;10507133</a><br>two same numbers!', 'time': 1670645984, 'resto': 10506600}]",1670645984,,,
104,10507098,12/09/22(Fri)21:07:16,Anonymous,snaek,snaek,.jpg,1920,1280,250,166,1670638036540466,1670638036,aBjd0JqU3ZBzp1Z+XP7mxw==,543103,0,0,0,snaek,6,6,3,1.0,1.0,"[{'no': 10507113, 'now': '12/09/22(Fri)21:13:22', 'name': 'Anonymous', 'com': 'no balls', 'time': 1670638402, 'resto': 10507098}, {'no': 10507114, 'now': '12/09/22(Fri)21:14:24', 'name': 'Anonymous', 'com': '<a href=""#p10507098"" class=""quotelink"">&gt;&gt;10507098</a><br>thats me.', 'time': 1670638464, 'resto': 10507098}, {'no': 10507119, 'now': '12/09/22(Fri)21:19:04', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;tfw no solid snake bf</span>', 'filename': '0c3', 'ext': '.png', 'w': 1248, 'h': 1113, 'tn_w': 125, 'tn_h': 111, 'tim': 1670638744321546, 'time': 1670638744, 'md5': '31LV/30YnEIB/r1WjqHxfg==', 'fsize': 529265, 'resto': 10507098}, {'no': 10507140, 'now': '12/09/22(Fri)21:36:56', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;tfw no big boss bf</span>', 'filename': 'kazfeel', 'ext': '.jpg', 'w': 301, 'h': 226, 'tn_w': 125, 'tn_h': 93, 'tim': 1670639816463847, 'time': 1670639816, 'md5': 'GGaKGPuaySZzqCVxxuHZ+A==', 'fsize': 20575, 'resto': 10507098}, {'no': 10507234, 'now': '12/09/22(Fri)23:18:43', 'name': 'Anonymous', 'com': '<a href=""#p10507100"" class=""quotelink"">&gt;&gt;10507100</a><br>dubs of truth!', 'time': 1670645923, 'resto': 10507098}]",1670645923,,,
105,10506652,12/09/22(Fri)17:00:11,Anonymous,"<span class=""quote"">&gt;boble</span>",1293484838822,.png,614,596,250,242,1670623211874253,1670623211,8pJ9xr7jLIK30pSn5Bu9Cg==,269109,0,0,0,boble,6,4,2,,,"[{'no': 10506663, 'now': '12/09/22(Fri)17:03:50', 'name': 'Anonymous', 'com': 'Boggle!', 'filename': 'boggle', 'ext': '.jpg', 'w': 320, 'h': 180, 'tn_w': 125, 'tn_h': 70, 'tim': 1670623430645133, 'time': 1670623430, 'md5': 'MqPrtPHq0lwc79BNRlMehA==', 'fsize': 8020, 'resto': 10506652}, {'no': 10507159, 'now': '12/09/22(Fri)21:54:34', 'name': 'Anonymous', 'com': '<a href=""#p10506652"" class=""quotelink"">&gt;&gt;10506652</a><br>froge?', 'filename': '20221112_003220', 'ext': '.jpg', 'w': 1440, 'h': 830, 'tn_w': 125, 'tn_h': 72, 'tim': 1670640874025240, 'time': 1670640874, 'md5': 'JV3HCeItMzAjfKYB1UYuhw==', 'fsize': 88125, 'resto': 10506652}, {'no': 10507162, 'now': '12/09/22(Fri)21:57:52', 'name': 'Garlic Salt', 'com': 'It&#039;s the &quot;Frog who hates awesome memes and proven [s4s] culture&quot; thread.', 'time': 1670641072, 'resto': 10506652}, {'no': 10507229, 'now': '12/09/22(Fri)23:16:00', 'name': 'Anonymous', 'com': '<a href=""#p10507162"" class=""quotelink"">&gt;&gt;10507162</a><br>he doesn&#039;t even know how to quote people right! shameful...', 'time': 1670645760, 'resto': 10506652}]",1670645760,,,
106,10505095,12/08/22(Thu)18:14:15,Anonymous,what would the average normalfig think if he was presented to /s4s/?,1649685105079,.jpg,719,851,211,250,1670541255876439,1670541255,ZpkPw0O/9EVWZcctr+e/GA==,193897,0,0,0,what-would-the-average-normalfig-think-if-he-was,6,32,2,27.0,2.0,"[{'no': 10506655, 'now': '12/09/22(Fri)17:01:45', 'name': 'Yuji Sakai', 'com': '<a href=""#p10506647"" class=""quotelink"">&gt;&gt;10506647</a><br>talk about how great masturbation is and that black people aren&#039;t so bad or that vaccines are a good idea and you&#039;ll have lots of russian disinfo AI friends', 'time': 1670623305, 'resto': 10505095}, {'no': 10506764, 'now': '12/09/22(Fri)17:59:31', 'name': 'G8rH8r', 'com': '<a href=""#p10505163"" class=""quotelink"">&gt;&gt;10505163</a><br>I watch every major sport besides baseball, go to local Christmas parade, and smoke meats every holiday. Am I a normy?', 'time': 1670626771, 'resto': 10505095}, {'no': 10506790, 'now': '12/09/22(Fri)18:09:23', 'name': 'Anonymous', 'com': '<a href=""#p10506655"" class=""quotelink"">&gt;&gt;10506655</a><br>yuji has feces fingers', 'time': 1670627363, 'resto': 10505095}, {'no': 10507174, 'now': '12/09/22(Fri)22:19:23', 'name': 'Anonymous', 'com': '<a href=""#p10505189"" class=""quotelink"">&gt;&gt;10505189</a><br>THIS DARN FOOL AINT GOT NO PLUGINS FER HIS CHROMEFOX', 'time': 1670642363, 'resto': 10505095}, {'no': 10507226, 'now': '12/09/22(Fri)23:14:56', 'name': 'Anonymous', 'com': '<a href=""#p10506655"" class=""quotelink"">&gt;&gt;10506655</a><br>two same numbers!', 'time': 1670645696, 'resto': 10505095}]",1670645696,,,
107,10506748,12/09/22(Fri)17:48:06,Anonymous,when you go to borge king,the borgar king girle,.png,833,790,249,237,1670626086955329,1670626086,BE7WTv6/zAmN84D0lmu7uA==,1094242,0,0,0,when-you-go-to-borge-king,6,6,1,1.0,0.0,"[{'no': 10506805, 'now': '12/09/22(Fri)18:15:02', 'name': 'G8rH8r', 'com': '<a href=""#p10506748"" class=""quotelink"">&gt;&gt;10506748</a><br>when I go to burgking I get double cheeseburger and value onion ring with zesty sauce and dip burger in the zesty. 10 years ago this meal was ~2$, just 2 years ago this meal was 3$. A couple days ago this meal was now 4.87 and the burgs radius has decreased over the years.', 'time': 1670627702, 'resto': 10506748}, {'no': 10506820, 'now': '12/09/22(Fri)18:21:36', 'name': 'Anonymous', 'com': '<a href=""#p10506748"" class=""quotelink"">&gt;&gt;10506748</a><br>that&#039;s racist.', 'time': 1670628096, 'resto': 10506748}, {'no': 10507199, 'now': '12/09/22(Fri)23:02:55', 'name': 'Anonymous', 'com': '<a href=""#p10506748"" class=""quotelink"">&gt;&gt;10506748</a><br>How many cows does the world eat in one day?', 'filename': '477948F1-7EC1-400D-805D-0D9271AFC866', 'ext': '.jpg', 'w': 1920, 'h': 2714, 'tn_w': 88, 'tn_h': 125, 'tim': 1670644975022225, 'time': 1670644975, 'md5': 'vQzlpNKdSfk4Mii5n/1v0w==', 'fsize': 1807325, 'resto': 10506748}, {'no': 10507221, 'now': '12/09/22(Fri)23:11:58', 'name': 'Anonymous', 'com': '<a href=""#p10507199"" class=""quotelink"">&gt;&gt;10507199</a><br>two same numbers!', 'time': 1670645518, 'resto': 10506748}, {'no': 10507223, 'now': '12/09/22(Fri)23:12:36', 'name': 'Anonymous', 'com': '<a href=""#p10507221"" class=""quotelink"">&gt;&gt;10507221</a><br>fore!', 'time': 1670645556, 'resto': 10506748}]",1670645556,,,
108,10505331,12/08/22(Thu)21:03:22,Anonymous,.,493929393135,.jpg,1222,912,250,186,1670551402280491,1670551402,REYN3YOcY738cP9lP/gj0A==,178805,0,0,0,,6,3,3,,,"[{'no': 10505949, 'now': '12/09/22(Fri)08:08:46', 'name': 'Anonymous', 'filename': '1338146816114', 'ext': '.jpg', 'w': 278, 'h': 278, 'tn_w': 125, 'tn_h': 125, 'tim': 1670591326265357, 'time': 1670591326, 'md5': 'hIYP4YNsyi8sSMOdjr0xAQ==', 'fsize': 36396, 'resto': 10505331}, {'no': 10506252, 'now': '12/09/22(Fri)13:00:50', 'name': 'Anonymous', 'com': '<a href=""#p10505949"" class=""quotelink"">&gt;&gt;10505949</a>', 'filename': '59594020204403', 'ext': '.jpg', 'w': 1440, 'h': 814, 'tn_w': 125, 'tn_h': 70, 'tim': 1670608850759705, 'time': 1670608850, 'md5': 'SIutTUBGCQ0tRqnUAwZc8g==', 'fsize': 85366, 'resto': 10505331}, {'no': 10507220, 'now': '12/09/22(Fri)23:11:56', 'name': 'Anonymous', 'com': '<a href=""#p10505331"" class=""quotelink"">&gt;&gt;10505331</a><br><a href=""#p10506252"" class=""quotelink"">&gt;&gt;10506252</a><br>Super cute and good.<br>Thank you hero.', 'filename': '1AD3EE99-4E14-4CAD-A86C-B0BE683DDD4D', 'ext': '.jpg', 'w': 750, 'h': 750, 'tn_w': 125, 'tn_h': 125, 'tim': 1670645516371266, 'time': 1670645516, 'md5': 'FOmB9DvfCcqW3rtdCt0K4g==', 'fsize': 148524, 'resto': 10505331}]",1670645516,,,
109,10506014,12/09/22(Fri)09:04:34,Anonymous,god is alone<br>hardware defective,1660217607845809,.gif,750,293,250,97,1670594674964766,1670594674,GenCWWCKEnCftKCGuBpA/Q==,71675,0,0,0,god-is-alone,6,7,5,2.0,0.0,"[{'no': 10506959, 'now': '12/09/22(Fri)19:46:15', 'name': 'Anonymous', 'com': '<a href=""#p10506014"" class=""quotelink"">&gt;&gt;10506014</a><br>this is nice board<span class=""fortune"" style=""color:#d302a7""><br><br><b>Your fortune: Godly Luck</b></span>', 'filename': '1ab', 'ext': '.jpg', 'w': 319, 'h': 310, 'tn_w': 125, 'tn_h': 121, 'tim': 1670633175931828, 'time': 1670633175, 'md5': '1EOPhe+nN4zedQrqtlyj6w==', 'fsize': 44250, 'resto': 10506014}, {'no': 10506964, 'now': '12/09/22(Fri)19:49:14', 'name': 'Garlic Salt', 'com': 'next poem:', 'filename': 'istockphoto-534824219-1024x1024', 'ext': '.jpg', 'w': 817, 'h': 1024, 'tn_w': 99, 'tn_h': 125, 'tim': 1670633354113364, 'time': 1670633354, 'md5': 'WTCSeNZ01h6sGKMB7KKqGQ==', 'fsize': 196479, 'resto': 10506014}, {'no': 10506979, 'now': '12/09/22(Fri)20:00:48', 'name': 'Anonymous', 'com': '<a href=""#p10506014"" class=""quotelink"">&gt;&gt;10506014</a><br>Giddyup! dum hores &gt;:)', 'filename': '1618015359709', 'ext': '.png', 'w': 354, 'h': 461, 'tn_w': 95, 'tn_h': 125, 'tim': 1670634048688963, 'time': 1670634048, 'md5': '6QKWXI10BsDmU9EDPJJObQ==', 'fsize': 82272, 'resto': 10506014}, {'no': 10507198, 'now': '12/09/22(Fri)22:58:13', 'name': 'Anonymous', 'com': 'Irag :3', 'filename': '91C9747D-A122-4B67-886F-6794EBA23481', 'ext': '.jpg', 'w': 1155, 'h': 759, 'tn_w': 125, 'tn_h': 82, 'tim': 1670644693265182, 'time': 1670644693, 'md5': 'EH+XQU7Dxupkxo1yrZmQoA==', 'fsize': 269327, 'resto': 10506014}, {'no': 10507208, 'now': '12/09/22(Fri)23:06:10', 'name': 'Anonymous', 'com': 'nice', 'filename': '407', 'ext': '.gif', 'w': 209, 'h': 301, 'tn_w': 86, 'tn_h': 125, 'tim': 1670645170592610, 'time': 1670645170, 'md5': 'ah3cL0yQPdWUZgH6X3b/9w==', 'fsize': 12987, 'resto': 10506014}]",1670645170,,,
