,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,semantic_url,replies,images,omitted_posts,omitted_images,last_replies,last_modified,bumplimit,imagelimit,trip
85,7944463,,,11/08/22(Tue)23:23:39,Anonymous,HQ WA Vintage Photography (shorpy shit),moar pls,wallhaven-4o3d5l,.jpg,1920,1080,250,140,1667967819051498,1667967819,nqTybu3bxeC/VuN+maKfUg==,500616,0,hq-wa-vintage-photography-shorpy-shit,41,37,36.0,34.0,"[{'no': 7950484, 'now': '12/06/22(Tue)15:54:27', 'name': 'Anonymous', 'filename': '1650832756878', 'ext': '.jpg', 'w': 1830, 'h': 1433, 'tn_w': 125, 'tn_h': 97, 'tim': 1670360067633311, 'time': 1670360067, 'md5': '13XbPgEc27vukVEQMkhONA==', 'fsize': 1083945, 'resto': 7944463}, {'no': 7950485, 'now': '12/06/22(Tue)15:54:59', 'name': 'Anonymous', 'filename': '1653223655966', 'ext': '.jpg', 'w': 1669, 'h': 1080, 'tn_w': 125, 'tn_h': 80, 'tim': 1670360099218537, 'time': 1670360099, 'md5': 'ecgNdw+0NUXKLlRmiXfPCg==', 'fsize': 385326, 'resto': 7944463}, {'no': 7950486, 'now': '12/06/22(Tue)15:55:31', 'name': 'Anonymous', 'filename': '1650784546036', 'ext': '.jpg', 'w': 1525, 'h': 1080, 'tn_w': 124, 'tn_h': 88, 'tim': 1670360131293090, 'time': 1670360131, 'md5': 'jSGHR4VizgY5DOMBcod4uA==', 'fsize': 358937, 'resto': 7944463}, {'no': 7950520, 'now': '12/06/22(Tue)19:04:40', 'name': 'Anonymous', 'com': '<a href=""#p7950486"" class=""quotelink"">&gt;&gt;7950486</a><br><span class=""quote"">&gt;BEER DRUGS COFFEE BEER</span>', 'time': 1670371480, 'resto': 7944463}, {'no': 7950610, 'now': '12/07/22(Wed)10:15:38', 'name': 'Anonymous', 'com': '<a href=""#p7950520"" class=""quotelink"">&gt;&gt;7950520</a><br><span class=""quote"">&gt;REPEAT</span>', 'time': 1670426138, 'resto': 7944463}]",1670426138,0.0,0.0,
86,7932435,,,09/17/22(Sat)22:26:20,Anonymous,Wallpaper Patterns,,3463537,.png,1773,1182,250,166,1663467980423738,1663467980,/VRAuG+7eBgywQDO2vCu2A==,3780239,0,wallpaper-patterns,56,39,51.0,38.0,"[{'no': 7949148, 'now': '11/30/22(Wed)13:50:18', 'name': 'Anonymous', 'com': '<span class=""quote"">&gt;can&#039;t post the rest in my collection since they aren&#039;t high enough res and are meant to be tiled</span><br>Thanks mods.', 'time': 1669834218, 'resto': 7932435}, {'no': 7949181, 'now': '11/30/22(Wed)16:26:34', 'name': 'Anonymous', 'com': '<a href=""#p7949148"" class=""quotelink"">&gt;&gt;7949148</a><br>tile it in a blank image until it&#039;s big enough', 'time': 1669843594, 'resto': 7932435}, {'no': 7949197, 'now': '11/30/22(Wed)17:12:20', 'name': 'Anonymous', 'filename': '1509917377513', 'ext': '.jpg', 'w': 791, 'h': 1801, 'tn_w': 54, 'tn_h': 124, 'tim': 1669846340653342, 'time': 1669846340, 'md5': '5FMGcxrGxRncvUxkoFD/AQ==', 'fsize': 615404, 'resto': 7932435}, {'no': 7949912, 'now': '12/04/22(Sun)02:25:59', 'name': 'Anonymous', 'com': '<a href=""#p7947987"" class=""quotelink"">&gt;&gt;7947987</a><br>what in the god damn', 'time': 1670138759, 'resto': 7932435}, {'no': 7950574, 'now': '12/07/22(Wed)06:49:36', 'name': 'Anonymous', 'com': '<a href=""#p7949148"" class=""quotelink"">&gt;&gt;7949148</a><br>Upload it to Mega and share the link.', 'time': 1670413776, 'resto': 7932435}]",1670413776,0.0,0.0,
87,7948559,,,11/27/22(Sun)20:02:20,Anonymous,Anytrhing related to war,War thread part 1,99f8c0aba45aa1aba08b6b9dea4618672203d45f19323aee238bd8ca6bc74bb1,.jpg,1920,1080,250,140,1669597340230479,1669597340,n+Wf1Q8RaoKIJkL5i47z0A==,2040975,0,anytrhing-related-to-war,236,235,231.0,231.0,"[{'no': 7949788, 'now': '12/03/22(Sat)15:24:27', 'name': 'Anonymous', 'com': '<a href=""#p7949787"" class=""quotelink"">&gt;&gt;7949787</a>', 'filename': '1498494043454', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670099067251471, 'time': 1670099067, 'md5': '+NLU6t3Xe43XXXwEyOfR0Q==', 'fsize': 1245960, 'resto': 7948559}, {'no': 7949789, 'now': '12/03/22(Sat)15:25:26', 'name': 'Anonymous', 'com': '<a href=""#p7949788"" class=""quotelink"">&gt;&gt;7949788</a>', 'filename': '1498494101571', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670099126262746, 'time': 1670099126, 'md5': 'MruaGEv9TNrP2iSqQUFfAQ==', 'fsize': 1088974, 'resto': 7948559}, {'no': 7949857, 'now': '12/04/22(Sun)00:13:04', 'name': 'Anonymous', 'com': '<a href=""#p7949789"" class=""quotelink"">&gt;&gt;7949789</a>', 'filename': '1498494179482', 'ext': '.jpg', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1670130784801415, 'time': 1670130784, 'md5': 'OrrL/SBgXJttgcbLcxaEmA==', 'fsize': 827687, 'resto': 7948559}, {'no': 7950536, 'now': '12/06/22(Tue)21:14:10', 'name': 'Anonymous', 'filename': '1670379159924', 'ext': '.jpg', 'w': 5000, 'h': 3336, 'tn_w': 125, 'tn_h': 83, 'tim': 1670379250696185, 'time': 1670379250, 'md5': '8A015cOFP2M9pG6AFCDouA==', 'fsize': 4250893, 'resto': 7948559}, {'no': 7950572, 'now': '12/07/22(Wed)04:35:43', 'name': 'Anonymous', 'com': '<a href=""#p7949648"" class=""quotelink"">&gt;&gt;7949648</a><br><br>Thanks for sharing, all of these are spectacular especially this one.', 'time': 1670405743, 'resto': 7948559}]",1670405743,0.0,0.0,
88,7944555,,,11/09/22(Wed)07:27:44,Anonymous,,Harem Wallpapers<br><br>Value for content with artistic nude without penetration,1509346738040,.jpg,2880,1814,250,157,1667996864745107,1667996864,tc9WohMgLuN2U491FsTMWA==,788834,0,harem-wallpapers,68,48,63.0,43.0,"[{'no': 7950416, 'now': '12/06/22(Tue)10:19:37', 'name': 'Anonymous', 'filename': '1670339959996', 'ext': '.jpg', 'w': 4000, 'h': 2667, 'tn_w': 125, 'tn_h': 83, 'tim': 1670339977168854, 'time': 1670339977, 'md5': 'lbdpA0o90s6fqYkGMuiDIQ==', 'fsize': 1134329, 'resto': 7944555}, {'no': 7950417, 'now': '12/06/22(Tue)10:20:17', 'name': 'Anonymous', 'filename': '1670339988428', 'ext': '.jpg', 'w': 4000, 'h': 2670, 'tn_w': 125, 'tn_h': 83, 'tim': 1670340017411178, 'time': 1670340017, 'md5': 'o7zyizhvwR80HjZ96xhPKw==', 'fsize': 1822489, 'resto': 7944555}, {'no': 7950418, 'now': '12/06/22(Tue)10:20:55', 'name': 'Anonymous', 'filename': '1670340029469', 'ext': '.jpg', 'w': 2048, 'h': 1362, 'tn_w': 125, 'tn_h': 83, 'tim': 1670340055078343, 'time': 1670340055, 'md5': 'nZhb1ZmQmPxoQQElAZgALg==', 'fsize': 206610, 'resto': 7944555}, {'no': 7950541, 'now': '12/06/22(Tue)21:37:10', 'name': 'Anonymous', 'filename': '1670380620270', 'ext': '.jpg', 'w': 2048, 'h': 1321, 'tn_w': 125, 'tn_h': 80, 'tim': 1670380630841808, 'time': 1670380630, 'md5': '8kn3b5m7UODoTE9Zaehfqg==', 'fsize': 201750, 'resto': 7944555}, {'no': 7950542, 'now': '12/06/22(Tue)21:37:48', 'name': 'Anonymous', 'filename': '1670380652185', 'ext': '.jpg', 'w': 2175, 'h': 1546, 'tn_w': 125, 'tn_h': 88, 'tim': 1670380668515151, 'time': 1670380668, 'md5': '8Nf8+1jZAWMcaicKUXS/eQ==', 'fsize': 216935, 'resto': 7944555}]",1670380668,0.0,0.0,
89,7934974,,,09/27/22(Tue)15:56:59,Anonymous,Engineering WP,Wallpapers that show the power of engineering,1617229168748,.jpg,2000,1472,250,184,1664308619386195,1664308619,3bSCIY2Vz/VGXdhgb0sWFA==,166220,0,engineering-wp,73,63,68.0,60.0,"[{'no': 7945846, 'now': '11/14/22(Mon)17:58:00', 'name': 'Anonymous', 'filename': '52022317699_4266268852_6k', 'ext': '.jpg', 'w': 4096, 'h': 6144, 'tn_w': 83, 'tn_h': 125, 'tim': 1668466680661658, 'time': 1668466680, 'md5': 'HJXYdVal8VlIjpmKcRg6ZA==', 'fsize': 2464761, 'resto': 7934974}, {'no': 7945848, 'now': '11/14/22(Mon)18:03:15', 'name': 'Anonymous', 'com': '<a href=""#p7934976"" class=""quotelink"">&gt;&gt;7934976</a><br><a href=""#p7934979"" class=""quotelink"">&gt;&gt;7934979</a><br><a href=""#p7934988"" class=""quotelink"">&gt;&gt;7934988</a><br>Respect for the unsung heroes guarding our coastlines again the kaiju menace.<br>Never forget.', 'time': 1668466995, 'resto': 7934974}, {'no': 7947913, 'now': '11/25/22(Fri)01:54:05', 'name': 'Anonymous', 'filename': 'busan-port-scaled', 'ext': '.jpg', 'w': 2560, 'h': 1528, 'tn_w': 125, 'tn_h': 74, 'tim': 1669359245524016, 'time': 1669359245, 'md5': 'W8L/GK+OM+ZrmswdDhpu2w==', 'fsize': 1375606, 'resto': 7934974}, {'no': 7947915, 'now': '11/25/22(Fri)01:56:37', 'name': 'Anonymous', 'com': '<a href=""#p7945848"" class=""quotelink"">&gt;&gt;7945848</a><br>I need to access a Kaiju brain. Completely intact.', 'filename': 'busan-south-korea-opacity-3840x2160', 'ext': '.jpg', 'w': 3840, 'h': 2160, 'tn_w': 125, 'tn_h': 70, 'tim': 1669359397981337, 'time': 1669359397, 'md5': 'rmIstXWUnbsWHAyBt5o8tQ==', 'fsize': 1505785, 'resto': 7934974}, {'no': 7950522, 'now': '12/06/22(Tue)19:19:52', 'name': 'Anonymous', 'com': 'bump', 'time': 1670372392, 'resto': 7934974}]",1670372392,0.0,0.0,
90,7950047,,,12/04/22(Sun)17:25:38,Anonymous,Nature papes,Mobiles preferred but show me whatever you got,5555093,.jpg,1944,3456,140,250,1670192738668051,1670192738,AEJ2+HYdW+aDxtUNu32x7Q==,887838,0,nature-papes,17,16,12.0,12.0,"[{'no': 7950259, 'now': '12/05/22(Mon)16:15:38', 'name': 'Anonymous', 'filename': '1642358806635', 'ext': '.jpg', 'w': 2160, 'h': 3840, 'tn_w': 70, 'tn_h': 125, 'tim': 1670274938883910, 'time': 1670274938, 'md5': 'I+ZdB9Xq0DS6txOmWZVlHg==', 'fsize': 1246045, 'resto': 7950047}, {'no': 7950260, 'now': '12/05/22(Mon)16:16:57', 'name': 'Anonymous', 'filename': '1642704343170', 'ext': '.jpg', 'w': 1080, 'h': 1920, 'tn_w': 70, 'tn_h': 125, 'tim': 1670275017302919, 'time': 1670275017, 'md5': '74rJ57J+x6+Vb2JkBxuBJQ==', 'fsize': 411821, 'resto': 7950047}, {'no': 7950397, 'now': '12/06/22(Tue)03:51:33', 'name': 'Anonymous', 'com': '<a href=""#p7950134"" class=""quotelink"">&gt;&gt;7950134</a><br>Heh', 'time': 1670316693, 'resto': 7950047}, {'no': 7950464, 'now': '12/06/22(Tue)15:12:18', 'name': 'Anonymous', 'filename': '1648963162776', 'ext': '.jpg', 'w': 2448, 'h': 1418, 'tn_w': 125, 'tn_h': 72, 'tim': 1670357538301178, 'time': 1670357538, 'md5': 'v6CRV3uf515RmP9zfHyUOw==', 'fsize': 941316, 'resto': 7950047}, {'no': 7950505, 'now': '12/06/22(Tue)17:32:16', 'name': 'Anonymous', 'filename': 'myrtlebeach', 'ext': '.jpg', 'w': 1440, 'h': 3040, 'tn_w': 59, 'tn_h': 125, 'tim': 1670365936508214, 'time': 1670365936, 'md5': 'YvgZw0781FtFLieGNi6E+Q==', 'fsize': 1273306, 'resto': 7950047}]",1670365936,0.0,0.0,
91,7949129,,,11/30/22(Wed)13:08:49,VAQXAI,I made these,"I made these stanley parable themed wallpapers for wqhd and iphone xr aspect ratios<br><br>if you want more, i will provide",the_end_is_never_the_end_v2-01,.png,2560,1440,250,140,1669831729434923,1669831729,DaqFaVOqXE5eeJ4BFIMQUQ==,478176,0,i-made-these,3,2,,,"[{'no': 7949131, 'now': '11/30/22(Wed)13:09:31', 'name': 'VAQXAI', 'com': 'iphone variant', 'filename': 'the_end_is_never_the_end_iphone-01', 'ext': '.png', 'w': 1440, 'h': 3117, 'tn_w': 57, 'tn_h': 125, 'tim': 1669831771012069, 'time': 1669831771, 'md5': 's0UG9bygOSiYkkYYoOy4PA==', 'fsize': 553860, 'resto': 7949129}, {'no': 7949202, 'now': '11/30/22(Wed)18:08:26', 'name': 'Anonymous', 'com': '<a href=""#p7949129"" class=""quotelink"">&gt;&gt;7949129</a><br><a href=""#p7949131"" class=""quotelink"">&gt;&gt;7949131</a><br>Thank you OP. Here&#039;s one I found over the summer after playing the deluxe edition.', 'filename': 'zubbwtz4njg61', 'ext': '.jpg', 'w': 569, 'h': 1230, 'tn_w': 57, 'tn_h': 125, 'tim': 1669849706095488, 'time': 1669849706, 'md5': 'qh2Gr24QB+PeHemt+ePSXQ==', 'fsize': 105815, 'resto': 7949129}, {'no': 7950490, 'now': '12/06/22(Tue)16:42:31', 'name': 'Anonymous', 'com': '<a href=""#p7949129"" class=""quotelink"">&gt;&gt;7949129</a><br>What might be cool is one in the theme of those older IBM ThinkPad wallpapers', 'time': 1670362951, 'resto': 7949129}]",1670362951,0.0,0.0,
92,7950298,,,12/05/22(Mon)20:42:16,Anonymous,Interior Design Thread,Architecture is also appreciated,intelligent-design-03,.jpg,1920,1080,250,140,1670290936281226,1670290936,QhpQqtVJvTpK8GJ4TD56PA==,283863,0,interior-design-thread,34,33,29.0,29.0,"[{'no': 7950474, 'now': '12/06/22(Tue)15:33:38', 'name': 'Anonymous', 'com': '<a href=""#p7950473"" class=""quotelink"">&gt;&gt;7950473</a>', 'filename': 'Valerio Olgiati . Villa Além . Alentejo (8)', 'ext': '.jpg', 'w': 1600, 'h': 1067, 'tn_w': 125, 'tn_h': 83, 'tim': 1670358818871540, 'time': 1670358818, 'md5': '/okZC3A/rOynTR2AnvM97A==', 'fsize': 333954, 'resto': 7950298}, {'no': 7950475, 'now': '12/06/22(Tue)15:34:19', 'name': 'Anonymous', 'com': '<a href=""#p7950474"" class=""quotelink"">&gt;&gt;7950474</a>', 'filename': '12', 'ext': '.jpg', 'w': 1700, 'h': 956, 'tn_w': 125, 'tn_h': 70, 'tim': 1670358859553641, 'time': 1670358859, 'md5': '3jogdkTpFTYc0eCnY5UbLg==', 'fsize': 348158, 'resto': 7950298}, {'no': 7950476, 'now': '12/06/22(Tue)15:35:01', 'name': 'Anonymous', 'com': '<a href=""#p7950475"" class=""quotelink"">&gt;&gt;7950475</a>', 'filename': '15', 'ext': '.jpg', 'w': 2048, 'h': 1334, 'tn_w': 125, 'tn_h': 81, 'tim': 1670358901285685, 'time': 1670358901, 'md5': 'ReYUsC6WiZL01vfT7Him1w==', 'fsize': 573030, 'resto': 7950298}, {'no': 7950477, 'now': '12/06/22(Tue)15:35:34', 'name': 'Anonymous', 'com': '<a href=""#p7950476"" class=""quotelink"">&gt;&gt;7950476</a>', 'filename': '35', 'ext': '.jpg', 'w': 1250, 'h': 913, 'tn_w': 125, 'tn_h': 91, 'tim': 1670358934624243, 'time': 1670358934, 'md5': 'H4yDvfrlxX3AicwgNd7vgQ==', 'fsize': 179801, 'resto': 7950298}, {'no': 7950489, 'now': '12/06/22(Tue)16:36:19', 'name': 'Anonymous', 'com': '<a href=""#p7950474"" class=""quotelink"">&gt;&gt;7950474</a><br>comfy af', 'time': 1670362579, 'resto': 7950298}]",1670362579,0.0,0.0,
93,7950412,,,12/06/22(Tue)09:14:52,Anonymous,/k/ based wallpapers,/k/ or spec ops based wallpapers. Mobile perfered.,66449969a3d5bb822f50e548ca1262e2,.jpg,1375,2454,140,250,1670336092250742,1670336092,mYuHepGFu8vZMHTjrIpPLA==,437143,0,k-based-wallpapers,2,2,,,"[{'no': 7950413, 'now': '12/06/22(Tue)09:16:05', 'name': 'Anonymous', 'filename': '3f4fd96abbb5b3ea911a5393a6eab458', 'ext': '.jpg', 'w': 567, 'h': 1014, 'tn_w': 69, 'tn_h': 125, 'tim': 1670336165072499, 'time': 1670336165, 'md5': 'vDuFq7h+CmVFbuedqIY6yg==', 'fsize': 114987, 'resto': 7950412}, {'no': 7950415, 'now': '12/06/22(Tue)09:22:48', 'name': 'Anonymous', 'filename': '1514591-best-special-ops-wallpaper-2560x1600-for-htc-1', 'ext': '.jpg', 'w': 2560, 'h': 1600, 'tn_w': 125, 'tn_h': 78, 'tim': 1670336568745959, 'time': 1670336568, 'md5': 'Wb67IgNPlhgWtLVJNe2jIg==', 'fsize': 547290, 'resto': 7950412}]",1670336568,0.0,0.0,
94,7945054,,,11/11/22(Fri)08:26:01,Anonymous,,is fastman good enough to be a pape now?,fastmanv14big,.jpg,2641,1295,250,122,1668173161777485,1668173161,PXWEmfPw43Smv6AIya2YgQ==,320061,0,is-fastman-good-enough-to-be-a-pape-now,6,0,1.0,0.0,"[{'no': 7947302, 'now': '11/22/22(Tue)15:08:51', 'name': 'Anonymous', 'com': '<a href=""#p7945054"" class=""quotelink"">&gt;&gt;7945054</a><br>who the fuck is this and where can i read more about him', 'time': 1669147731, 'resto': 7945054}, {'no': 7948254, 'now': '11/26/22(Sat)23:47:38', 'name': 'Anonymous', 'com': '<a href=""#p7947302"" class=""quotelink"">&gt;&gt;7947302</a><br>fastman jonas, hes a streamer on twitch', 'time': 1669524458, 'resto': 7945054}, {'no': 7949085, 'now': '11/30/22(Wed)10:08:19', 'name': 'Anonymous', 'com': '<a href=""#p7948254"" class=""quotelink"">&gt;&gt;7948254</a><br>Links? Can&#039;t seem to find anything about this guy on the web, got me curious now', 'time': 1669820899, 'resto': 7945054}, {'no': 7949179, 'now': '11/30/22(Wed)16:08:23', 'name': 'Anonymous', 'com': '<a href=""#p7945054"" class=""quotelink"">&gt;&gt;7945054</a><br>No. It still isn&#039;t. It hasn&#039;t been good enough the previous 20 times you tried to force it.', 'time': 1669842503, 'resto': 7945054}, {'no': 7950383, 'now': '12/06/22(Tue)02:59:37', 'name': 'Anonymous', 'com': '<a href=""#p7949085"" class=""quotelink"">&gt;&gt;7949085</a><br>he&#039;s a dude named meme smith. used to go on discord and talk about how he wants to fuck dolphin bc they are hot and smart. generally a schizo but a nice schizo to know. too bad he forgot about me :((', 'time': 1670313577, 'resto': 7945054}]",1670313577,0.0,0.0,
95,7950231,,,12/05/22(Mon)14:55:46,Anonymous,Gates (Mobile),Changing my phone&#039;s password and I need a lock screen of a gate or something similar to remind me of what it is.<br>Also I&#039;m dumping the ones I already have because it&#039;s faster to just download them from here than to transfer them.,Gate 1,.jpg,910,1400,162,250,1670270146761317,1670270146,gOiDxHKI/MwXcaY8F5C1tg==,228976,0,gates-mobile,12,12,7.0,7.0,"[{'no': 7950239, 'now': '12/05/22(Mon)15:00:39', 'name': 'Anonymous', 'com': '<a href=""#p7950238"" class=""quotelink"">&gt;&gt;7950238</a><br>FIN', 'filename': 'Gate 9', 'ext': '.jpg', 'w': 675, 'h': 900, 'tn_w': 93, 'tn_h': 125, 'tim': 1670270439505809, 'time': 1670270439, 'md5': '8JwCM9l/76d0byaTGwN8WQ==', 'fsize': 184343, 'resto': 7950231}, {'no': 7950243, 'now': '12/05/22(Mon)15:18:21', 'name': 'Anonymous', 'com': 'something fantasy', 'filename': '1614125797038', 'ext': '.jpg', 'w': 2160, 'h': 3840, 'tn_w': 70, 'tn_h': 125, 'tim': 1670271501499462, 'time': 1670271501, 'md5': 'Rgw4qZr654K/aOwKOCGfaw==', 'fsize': 1236036, 'resto': 7950231}, {'no': 7950245, 'now': '12/05/22(Mon)15:20:02', 'name': 'Anonymous', 'com': 'something minimalist', 'filename': 'Door to Hell', 'ext': '.jpg', 'w': 1440, 'h': 2557, 'tn_w': 70, 'tn_h': 124, 'tim': 1670271602700708, 'time': 1670271602, 'md5': '0fsivKGseXOdd7wWg1DclA==', 'fsize': 262022, 'resto': 7950231}, {'no': 7950251, 'now': '12/05/22(Mon)15:58:10', 'name': 'Anonymous', 'filename': 'img_6695', 'ext': '.jpg', 'w': 1678, 'h': 2982, 'tn_w': 70, 'tn_h': 125, 'tim': 1670273890918626, 'time': 1670273890, 'md5': 'yXjDI4QdIKXey4pcJGOn3A==', 'fsize': 1642886, 'resto': 7950231}, {'no': 7950382, 'now': '12/06/22(Tue)02:38:43', 'name': 'Anonymous', 'filename': 'ruth-gledhill-1lHfs-Hqt1I-unsplash', 'ext': '.jpg', 'w': 3584, 'h': 5890, 'tn_w': 76, 'tn_h': 125, 'tim': 1670312323716261, 'time': 1670312323, 'md5': 'BCmWKPlzJWXolAMO6ORuGg==', 'fsize': 2371997, 'resto': 7950231}]",1670312323,0.0,0.0,
96,7950002,,,12/04/22(Sun)13:10:40,Anonymous,cibo,I am obsessed with Cibo from the manga Blame and run some specifics through the midjourney AI.<br>The results are crazy good and I want to share them with you.,rickogobo_cibo_blame_fe181474-24fa-4f64-beeb-43b90523835e,.png,1536,1024,250,166,1670177440658124,1670177440,jIQ4MUNoWzCSHAdQCbigDg==,2100916,0,cibo,15,13,10.0,10.0,"[{'no': 7950018, 'now': '12/04/22(Sun)14:03:24', 'name': 'Anonymous', 'com': 'there is much more, let me know if you are a more-boar', 'filename': 'rickogobo_cibo_shooting_laser_blame_90a7c7bb-4fe2-4568-86f2-5304835c2e88', 'ext': '.png', 'w': 1536, 'h': 1024, 'tn_w': 125, 'tn_h': 83, 'tim': 1670180604403831, 'time': 1670180604, 'md5': 'HckvARjWrPRZVNbNYD4bxA==', 'fsize': 2206075, 'resto': 7950002}, {'no': 7950099, 'now': '12/04/22(Sun)20:11:48', 'name': 'Anonymous', 'filename': 'gobo_cibo_blame_tron_style_syd_mead_style_glowing_full_body_sho_0de99fe9-548c-46a4-ba10-bb5ec2358317', 'ext': '.png', 'w': 1536, 'h': 1024, 'tn_w': 125, 'tn_h': 83, 'tim': 1670202708426092, 'time': 1670202708, 'md5': 't3hOl2YXEr6kxA2mCfvL8g==', 'fsize': 2553176, 'resto': 7950002}, {'no': 7950101, 'now': '12/04/22(Sun)20:12:26', 'name': 'Anonymous', 'filename': 'rickogobo_cibo_blame__holding_an_oversized_laser_gun_full_body__63bc304d-f89b-4911-8bb0-d52db29d65d0', 'ext': '.png', 'w': 1536, 'h': 1024, 'tn_w': 125, 'tn_h': 83, 'tim': 1670202746994724, 'time': 1670202746, 'md5': 'twH6xYa89KsAiKqzmwp2Ew==', 'fsize': 2619695, 'resto': 7950002}, {'no': 7950370, 'now': '12/06/22(Tue)01:23:23', 'name': 'Anonymous', 'com': '<a href=""#p7950002"" class=""quotelink"">&gt;&gt;7950002</a><br>based Cibo enjoyer', 'time': 1670307803, 'resto': 7950002}, {'no': 7950375, 'now': '12/06/22(Tue)02:06:51', 'name': 'Anonymous', 'com': '<a href=""#p7950002"" class=""quotelink"">&gt;&gt;7950002</a><br><br>Yes, Tsutomu Nihei is one of my fav artist. Have you read Noise as well, if not you should. <br>Oh, and his Biomega series is also very interesting', 'time': 1670310411, 'resto': 7950002}]",1670310411,0.0,0.0,
97,7912898,,,07/11/22(Mon)12:56:14,Anonymous,post a pape and a song that fits it,these threads never go anywhere but im in the mood<br><br>https://www.youtube.com/watch?v=Knb<wbr>R_w0AsD0,background20,.jpg,1920,1080,250,140,1657558574468,1657558574,zODhsfEKIeaQXxl5G2s9fw==,223818,0,post-a-pape-and-a-song-that-fits-it,95,89,90.0,85.0,"[{'no': 7949097, 'now': '11/30/22(Wed)11:04:57', 'name': 'Anonymous', 'com': 'https://youtu.be/yddeYto4MsA', 'filename': 'Donda_Concept', 'ext': '.png', 'w': 1920, 'h': 1080, 'tn_w': 125, 'tn_h': 70, 'tim': 1669824297195758, 'time': 1669824297, 'md5': 'rgKFq7X8tPSmD/W0wzJwtQ==', 'fsize': 5139212, 'resto': 7912898}, {'no': 7949138, 'now': '11/30/22(Wed)13:35:23', 'name': 'Anonymous', 'com': '<a href=""#p7949097"" class=""quotelink"">&gt;&gt;7949097</a><br>https://youtu.be/Bh30W2F_yRc', 'filename': 'bob-brewer-udVjzhI9gXs-unsplash', 'ext': '.jpg', 'w': 4000, 'h': 3000, 'tn_w': 125, 'tn_h': 93, 'tim': 1669833323600886, 'time': 1669833323, 'md5': '+eqlZ5zCAuTy94DU3AHxEQ==', 'fsize': 2530908, 'resto': 7912898}, {'no': 7949157, 'now': '11/30/22(Wed)14:33:31', 'name': 'Anonymous', 'com': '<a href=""#p7949138"" class=""quotelink"">&gt;&gt;7949138</a><br>https://youtu.be/vvoK90vY3cA', 'filename': 'Holly-Herndon-Classified', 'ext': '.jpg', 'w': 1192, 'h': 930, 'tn_w': 125, 'tn_h': 97, 'tim': 1669836811638268, 'time': 1669836811, 'md5': 'ytDsgcm3rlhxq7LGW+Y0NQ==', 'fsize': 735227, 'resto': 7912898}, {'no': 7950369, 'now': '12/06/22(Tue)01:23:19', 'name': 'Anonymous', 'com': 'https://www.youtube.com/watch?v=oMR<wbr>pCQqQ4zY', 'time': 1670307799, 'resto': 7912898}, {'no': 7950372, 'now': '12/06/22(Tue)01:24:38', 'name': 'Anonymous', 'com': '<a href=""#p7950369"" class=""quotelink"">&gt;&gt;7950369</a><br>im retarded', 'filename': 'background292', 'ext': '.jpg', 'w': 1536, 'h': 1024, 'tn_w': 125, 'tn_h': 83, 'tim': 1670307878792783, 'time': 1670307878, 'md5': 'l3qEZXQ2HcZ3BuYhIYKxng==', 'fsize': 412411, 'resto': 7912898}]",1670307878,0.0,0.0,
