,no,sticky,closed,now,name,sub,com,filename,ext,w,h,tn_w,tn_h,tim,time,md5,fsize,resto,capcode,semantic_url,replies,images,last_replies,last_modified,bumplimit,imagelimit,omitted_posts,omitted_images
0,1,1.0,1.0,12/20/15(Sun)07:21:09,Anonymous,Welcome to /wsr/ - Worksafe Requests,"This board is for:
<ul>
<li>Asking for help in finding an image or the source of an image, or more of a certain kind of image.</li>
<li>Asking for photoshop requests.</li>
<li>Asking for recommendations for a new anime or TV series to watch, or a new manga or comic series to read.</li>
<li>Asking for tech support or help with your homework.</li>
<li>Any other kind of work-safe request.</li>
</ul>
Once you have posted your request, please <a href=""https://boards.4chan.org/wsr/catalog"">check the catalog</a> for requests that you can help others with. <br>
117,1292669,,,12/10/22(Sat)09:12:37,Anonymous,,There was that video of a white kid dancing in basement singing in cracking high pitched voice. Plz halp.,"pp,840x830-pad,1000x1000,f8f8f8",.jpg,1000,1000,250,250,1670681557080800,1670681557,I71IHwTIe1FgQtLS9kupdg==,68383,0,,there-was-that-video-of-a-white-kid-dancing-in,0,0,,1670681557,0.0,0.0,,
118,1291828,,,12/08/22(Thu)02:17:28,Anonymous,,Where can I learn about the history of people and general historic events. I got my only education in life from Canadian primary and secondary school where they don&#039;t teach it.,1670048738299076,.png,886,886,250,250,1670483848328539,1670483848,guRdgia5go6UBvVDJrTzjQ==,29327,0,,where-can-i-learn-about-the-history-of-people-and,13,2,"[{'no': 1292486, 'now': '12/09/22(Fri)18:53:37', 'name': 'Anonymous', 'com': '<a href=""#p1291828"" class=""quotelink"">&gt;&gt;1291828</a><br>have a bump op', 'time': 1670630017, 'resto': 1291828}, {'no': 1292627, 'now': '12/10/22(Sat)06:26:04', 'name': 'fuwafuwa kemono', 'com': 'mostly awful replies<br>i would recommend gombrich‘s world history for young readers for a start<br>it covers most of the important events in a quite comfy, grandfatherly tone<br>after you got an overview you can research more about specific events or periods which interest you by reading books by proper publishers', 'time': 1670671564, 'resto': 1291828}, {'no': 1292646, 'now': '12/10/22(Sat)07:31:59', 'name': 'Anonymous', 'com': '<a href=""#p1292627"" class=""quotelink"">&gt;&gt;1292627</a><br><span class=""quote"">&gt;mostly awful replies</span><br><span class=""quote"">&gt;reading books by proper publishers</span>', 'filename': '1659886596144152', 'ext': '.jpg', 'w': 640, 'h': 480, 'tn_w': 125, 'tn_h': 93, 'tim': 1670675519168664, 'time': 1670675519, 'md5': 'e+YIxTqR6PIXOw+WkY2F0Q==', 'fsize': 26615, 'resto': 1291828}, {'no': 1292652, 'now': '12/10/22(Sat)07:43:41', 'name': 'fuwafuwa kemono', 'com': '<a href=""#p1292646"" class=""quotelink"">&gt;&gt;1292646</a><br>???<br>i recommended gombrich to get an overview which is what he wanted<br>history is a big area and recommending him very specific fachliteratur about the history of the german bürgertum-class or food in the middle ages would seem useless — especially if OP apparently lacks any knowledge<br><span class=""quote"">&gt;reading books by proper publishers</span><br>don‘t read any books from shady sources<br>if you want to read about the french revolution for example either get something by an academic or something well-regarded like carlyle‘s work (who should also be able to please foolish pol users)', 'time': 1670676221, 'resto': 1291828}, {'no': 1292662, 'now': '12/10/22(Sat)08:27:28', 'name': 'Anonymous', 'com': '<a href=""#p1292646"" class=""quotelink"">&gt;&gt;1292646</a><br>Primary and secondary sources are published by proper publishers, anon', 'time': 1670678848, 'resto': 1291828}]",1670678848,0.0,0.0,8.0,1.0
119,1292659,,,12/10/22(Sat)08:19:20,Anonymous,eBook/PDF on Lovecraft,"Hi! I&#039;m looking for a pdf version of S. T. Joshi&#039;s A Weird Writer in Our Midst. I would like to use it in my thesis, but I just can&#039;t find a pdf version of it, and I would rather not order the paperback.",CthulhuNrThreeSR,.jpg,1200,787,250,163,1670678360458177,1670678360,Juj7Oc/jaf9IjxcCVL4Z4Q==,568621,0,,ebookpdf-on-lovecraft,0,0,,1670678360,0.0,0.0,,
120,1292657,,,12/10/22(Sat)07:54:04,Anonymous,,"Can you post THAT small white dog with the wierd hair, please? /an/ didn&#039;t help me out",b8653d1bd1d13b5cb969d3eb18358eb8,.png,735,1102,166,250,1670676844847853,1670676844,8Xejb4KB4hZGvdfAvojDww==,1059948,0,,can-you-post-that-small-white-dog-with-the-wierd,0,0,,1670676844,0.0,0.0,,
121,1292656,,,12/10/22(Sat)07:53:41,Anonymous,,/r/ a christmas hat on Ruby&#039;s head,LLSS_S1Ep13_226,.png,1920,1080,250,140,1670676821978267,1670676821,Q3bOSxw6wrjNPAmajWhcaQ==,1901550,0,,r-a-christmas-hat-on-rubys-head,0,0,,1670676821,0.0,0.0,,
122,1292291,,,12/09/22(Fri)10:03:20,Anonymous,,"Recommend movies with feel, but the MC is an AI/Robot/anything that become sentient and learn of its humanity",1654805130676,.png,600,350,250,145,1670598200705048,1670598200,t+0AEK64BrnBk15w7M+D9Q==,215760,0,,recommend-movies-with-feel-but-the-mc-is-an,8,4,"[{'no': 1292362, 'now': '12/09/22(Fri)12:52:22', 'name': 'Anonymous', 'com': '<a href=""#p1292291"" class=""quotelink"">&gt;&gt;1292291</a><br>Ghost in the shell is made for this I guess.', 'filename': 'ghost-in-the-shell-1995', 'ext': '.jpg', 'w': 2000, 'h': 1500, 'tn_w': 125, 'tn_h': 93, 'tim': 1670608342797541, 'time': 1670608342, 'md5': 'Hw1i8wUUUH3m26I70/bzlQ==', 'fsize': 358545, 'resto': 1292291}, {'no': 1292375, 'now': '12/09/22(Fri)13:31:05', 'name': 'Anonymous', 'com': 'Chappie', 'time': 1670610665, 'resto': 1292291}, {'no': 1292535, 'now': '12/09/22(Fri)21:44:29', 'name': 'Anonymous', 'com': '<a href=""#p1292293"" class=""quotelink"">&gt;&gt;1292293</a><br><a href=""#p1292362"" class=""quotelink"">&gt;&gt;1292362</a><br><a href=""#p1292375"" class=""quotelink"">&gt;&gt;1292375</a><br>Already watched. Good movies.<br><a href=""#p1292331"" class=""quotelink"">&gt;&gt;1292331</a><br>isn&#039;t this the opposite? Since Murphy was originally a human. <br><a href=""#p1292315"" class=""quotelink"">&gt;&gt;1292315</a><br>Interesting. Will give it a watch.', 'time': 1670640269, 'resto': 1292291}, {'no': 1292632, 'now': '12/10/22(Sat)06:46:07', 'name': 'Anonymous', 'com': '<a href=""#p1292291"" class=""quotelink"">&gt;&gt;1292291</a><br>you&#039;ve probably already seen it, but, WALL-E', 'filename': 'biohazard', 'ext': '.jpg', 'w': 1000, 'h': 890, 'tn_w': 125, 'tn_h': 111, 'tim': 1670672767924332, 'time': 1670672767, 'md5': 'iLnHkt/SFYuRanRzXGrJgQ==', 'fsize': 253770, 'resto': 1292291}, {'no': 1292655, 'now': '12/10/22(Sat)07:52:49', 'name': 'Anonymous', 'com': 'Probably not what you&#039;re asking for but it still fits the bill: The Iron Giant.<br>Especially, his famous line is a tearjerker. <br>[spoiler]<br><span class=""quote"">&gt;&quot;You are who you choose to be. And I am Superman&quot; *sacrifices himself*</span>', 'time': 1670676769, 'resto': 1292291}]",1670676769,0.0,0.0,3.0,2.0
123,1291711,,,12/07/22(Wed)19:39:18,Anonymous,,"I&#039;m getting the itch to get into Gundam. I know, I&#039;m long overdue. But I&#039;m admittedly intimidated by this series. I just spent half an hour googling and reading up on trying to even sort out what all Gundam there is out there. Most anime is easy mode: series name, season, episode. Looks like Gundam is more complicated? Different ages? Different arcs? Different universes? Different UCs? Is there not a comprehensive website that breaks down and simpifies all of the gundam anime? Like if I wanted to catalog every episode, every movie, evey ova, where can I go to properly see it all broken downm and sorted?<br><br>Then comes the hard part - where to start? I&#039;ve watched zero Gundam in the past. No MSG, no Seed, no Wing (I only knows those from the searching I just did). A friend of mine recommended I star with Origin, and that rolls into Mobile Suit Gundam. Is that a good path to start? I don&#039;t care how old or new the anime is, I&#039;ll watch it. I&#039;m like 15% in it for the mech fighting, and 85% in for the story.",iron_blooded_orphans,.jpg,655,413,250,157,1670459958402649,1670459958,ilTOnqW8D9XPIQBYmY/Smg==,87764,0,,im-getting-the-itch-to-get-into-gundam-i-know-im,13,5,"[{'no': 1292348, 'now': '12/09/22(Fri)12:28:01', 'name': 'Anonymous', 'com': '<a href=""#p1292336"" class=""quotelink"">&gt;&gt;1292336</a><br>Posting the outdated chart is such a low-effort form of trolling.<br><br><a href=""#p1292334"" class=""quotelink"">&gt;&gt;1292334</a><br><span class=""quote"">&gt;Avoid IBO</span><br>IBO is officially recommended.', 'filename': 'official chart of masculinity', 'ext': '.jpg', 'w': 1800, 'h': 1869, 'tn_w': 120, 'tn_h': 125, 'tim': 1670606881109569, 'time': 1670606881, 'md5': 'zGIPAiWGljdnVBy7p3Z46A==', 'fsize': 2579788, 'resto': 1291711}, {'no': 1292354, 'now': '12/09/22(Fri)12:33:59', 'name': 'Anonymous', 'com': '<a href=""#p1292348"" class=""quotelink"">&gt;&gt;1292348</a><br><span class=""quote"">&gt;Posting the outdated chart is such a low-effort form of trolling.</span><br>You&#039;re the one posting the troll chart.', 'time': 1670607239, 'resto': 1291711}, {'no': 1292358, 'now': '12/09/22(Fri)12:46:57', 'name': 'Anonymous', 'com': '<a href=""#p1292348"" class=""quotelink"">&gt;&gt;1292348</a><br><span class=""quote"">&gt;low-effort form of trolling.</span><br>Looks to me like it&#039;s low-effort, high result.', 'filename': '269AFBFF-93F0-4BCF-A0CE-7412CB6506F9', 'ext': '.jpg', 'w': 547, 'h': 308, 'tn_w': 125, 'tn_h': 70, 'tim': 1670608017465129, 'time': 1670608017, 'md5': 'ZTahX1EiAj8kMOmMJwUfOw==', 'fsize': 22583, 'resto': 1291711}, {'no': 1292360, 'now': '12/09/22(Fri)12:49:27', 'name': 'Anonymous', 'com': '<a href=""#p1292354"" class=""quotelink"">&gt;&gt;1292354</a><br>Uh, the chart is still largely the same, only updated. I know opinions are like assholes, but the updated version is a true and honest representation of the fandom consensus. It&#039;s not about any one person&#039;s tastes.', 'time': 1670608167, 'resto': 1291711}, {'no': 1292654, 'now': '12/10/22(Sat)07:47:12', 'name': 'Anonymous', 'com': '<a href=""#p1291711"" class=""quotelink"">&gt;&gt;1291711</a><br><span class=""quote"">&gt;I&#039;m getting the itch to get into Gundam.</span><br>There are even subtitled gundam model assembly videos out there if you like Gunpla. Bandai sold over 100 million Gundam plastic model units between 1980 and 1984, and over 300 million units by May 1999. By 2015, Bandai had sold an estimated 450million units worldwide across nearly 2,000 different Gundam models. As of March2021, Bandai Namco has sold 714.84 million Gundam plastic model units, including 538.24 million standard Gundam units (since 1980) and 176.6 million SD Gundam units (since 1987). The various anime series apparently were excellent &quot;advertisments&quot; for all that merchandise. <br><br>https://en.wikipedia.org/wiki/Gunda<wbr>m_model', 'filename': 'Honda Grazia scooter gundam mod', 'ext': '.png', 'w': 640, 'h': 853, 'tn_w': 93, 'tn_h': 125, 'tim': 1670676432584529, 'time': 1670676432, 'md5': 'P+sC8rmx4obS/CsOQm9iHg==', 'fsize': 727147, 'resto': 1291711}]",1670676432,0.0,0.0,8.0,2.0
124,1292079,,,12/08/22(Thu)17:16:12,Anonymous,Reading,I want to learn more kanji and thought of buying novels to read. But I don&#039;t really know where to start. Any recommendations? I have read a few touhou doujin mangas which I liked a lot. <br><br>I&#039;m looking to buy them in phisical form. Mangas are okay but I&#039;d like to get into novels. Anything is fine as long as it has a lot of text that is not too complex and is fun.,040030904167-1p,.jpg,800,1129,177,250,1670537772091955,1670537772,I6jkrTK/MPpUk6F+HFrmeQ==,127658,0,,reading,5,1,"[{'no': 1292495, 'now': '12/09/22(Fri)19:39:24', 'name': 'Anonymous', 'com': 'bump', 'time': 1670632764, 'resto': 1292079}, {'no': 1292625, 'now': '12/10/22(Sat)06:20:55', 'name': 'fuwafuwa kemono', 'com': 'i stopped learning jp but kino no tabi seems like a good start in my opinion; the prose shouldn‘t be too hard and it‘s kinda episodical so i feel like reading a story here and there would be more comfortable<br>other than that you could also try some of tanaka romeo novels like the chuunibyou one if you started learning for eroge', 'time': 1670671255, 'resto': 1292079}, {'no': 1292626, 'now': '12/10/22(Sat)06:22:05', 'name': 'fuwafuwa kemono', 'com': 'i would also recommend buying used books at mandarake if you want to save much money<br>japs are treating their books quite well', 'time': 1670671325, 'resto': 1292079}, {'no': 1292648, 'now': '12/10/22(Sat)07:33:49', 'name': 'Anonymous', 'com': '<a href=""#p1292079"" class=""quotelink"">&gt;&gt;1292079</a><br><span class=""quote"">&gt;I want to learn more kanji and thought of buying novels to read.</span><br><br>Before you go to more text only novels, You can go to websites that have both japanese and translated doujins and manga. You then get the convenience of reading the japanese version, translating it in your mind, and then comparing your translated understanding with the translated english version of doujin or manga. Because doujins and manga are panel and page-oriented, it is easy to find translated text and compare your translation accuracy to wht was already translated. <br><br>This kind of easy to perform comparison helps you learn katakana/hiragana and kanji translations faster. Doing this with text-only novels is substantially more difficult as their translations may move sentences and paragraphs around to improve plot clarity for their target audience.', 'filename': 'Seven Seas lgbtq translation re-interpretation of original story', 'ext': '.jpg', 'w': 828, 'h': 1375, 'tn_w': 75, 'tn_h': 125, 'tim': 1670675629212910, 'time': 1670675629, 'md5': 'rEQURR3UGFqefZ66jAvK2g==', 'fsize': 698160, 'resto': 1292079}, {'no': 1292651, 'now': '12/10/22(Sat)07:36:44', 'name': 'Anonymous', 'com': 'https://animecards.site/', 'time': 1670675804, 'resto': 1292079}]",1670675804,0.0,0.0,,
125,1292633,,,12/10/22(Sat)06:48:01,fuwafuwa kemono,,"posted this on lit before but i want to get more opinions:<br>i got a more than 100 years old series of books on german literature history and they might be the most beautiful and well-designed books i ever had the plesure of owning...<br>the problems is that they have some weird spots – some dark and some brown – so i wanted to know if this looks like normal, age-related foxing, just some dust or possibly (harmful) mold<br>i also know that mold is everywhere but my worry would be the extreme kind of mold which would spread and ruin a collection<br><br>1. it didn&#039;t really have a strong smell i would say<br>2. i managed to get a bit off with a cotton swab and made a new picture (the one on the right)<br>i could theoretically send it back but it&#039;s in quite good quality so i would only do so if it is really the bad kind of mold",33,.png,2000,1080,250,135,1670672881789183,1670672881,k665qtkPnF5BISlrksP6bA==,1414762,0,,posted-this-on-lit-before-but-i-want-to-get-more,2,0,"[{'no': 1292639, 'now': '12/10/22(Sat)07:07:41', 'name': 'Anonymous', 'com': '<a href=""#p1292633"" class=""quotelink"">&gt;&gt;1292633</a><br>The pale spots at the left look like foxing.<br><br>The dark stuff in the middle doesn&#039;t look like foxing and foxing can&#039;t be wiped off with cotton swabs anyway so it&#039;s not foxing. Looks more like mildew than mould. That the odl book smell is not strong doesn&#039;t mean it&#039;s not mildew, only that there&#039;s not enough mildew to make it smell strongly. If it was powdery or flaked off, almost certainly mildew since what we call mould is slimy or fuzzy not flaky.', 'time': 1670674061, 'resto': 1292633}, {'no': 1292650, 'now': '12/10/22(Sat)07:36:34', 'name': 'fuwafuwa kemono', 'com': '<a href=""#p1292639"" class=""quotelink"">&gt;&gt;1292639</a><br>Thank you very much, I will send it back then…<br>Kinda unfortunate, since it was a really beautiful book', 'time': 1670675794, 'resto': 1292633}]",1670675794,0.0,0.0,,
126,1291598,,,12/07/22(Wed)13:07:31,Anonymous,recc me some good/comfy sims youtubers,Preferably sims 1 maybe 3. It doesn&#039;t have to be someone who is actively doing sims videos right now im just looking for a good series on it. In fact I would very much prefer a first time layer or someone who doesnt have much experience so it can be someone well known in the &quot;sims community&quot; that made a start doing a good first play series as well<br><br>Not exactly looking for &quot;comedy&quot; since ive always found it to be kinda trying too hard.,jvz4e8p8fwf61,.jpg,554,341,249,153,1670436451092176,1670436451,xQRiZdZUo6bi3WPaYtuD3A==,20202,0,,recc-me-some-goodcomfy-sims-youtubers,11,0,"[{'no': 1291880, 'now': '12/08/22(Thu)07:17:57', 'name': 'Anonymous', 'com': 'ambiguousamphibian is okay', 'time': 1670501877, 'resto': 1291598}, {'no': 1291907, 'now': '12/08/22(Thu)10:00:01', 'name': 'Anonymous', 'com': '<a href=""#p1291598"" class=""quotelink"">&gt;&gt;1291598</a><br>Don&#039;t know if that&#039;s what you&#039;re looking for (not let&#039;s plays) but LGR has very nice comfy Sims addons reviews.', 'time': 1670511601, 'resto': 1291598}, {'no': 1292261, 'now': '12/09/22(Fri)08:02:31', 'name': 'Anonymous', 'com': '<a href=""#p1291907"" class=""quotelink"">&gt;&gt;1291907</a><br>Looking more for lets plays. I already watch him though', 'time': 1670590951, 'resto': 1291598}, {'no': 1292619, 'now': '12/10/22(Sat)05:39:10', 'name': 'Anonymous', 'com': '<a href=""#p1292261"" class=""quotelink"">&gt;&gt;1292261</a><br>Bump', 'time': 1670668750, 'resto': 1291598}, {'no': 1292649, 'now': '12/10/22(Sat)07:35:37', 'name': 'Anonymous', 'com': '<a href=""#p1291598"" class=""quotelink"">&gt;&gt;1291598</a><br>I kinda want to do this now but I would use a vtuber avatar plus spoke in my esl accent', 'time': 1670675737, 'resto': 1291598}]",1670675737,0.0,0.0,6.0,0.0
